leadId,name,role,niche,source,source_url,current_lp_url,lp_problems,signal_type,signal_detail,captured_date,status,last_contact,notes
lead-090,All Win Happiness,恋愛婚活コーチ・カウンセラー(男女2名),繊細男女の恋愛婚活個別レッスン,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E5%A9%9A%E6%B4%BB+%E3%82%B3%E3%83%BC%E3%83%81+%E5%80%8B%E4%BA%BA,https://awh.hp.peraichi.com/m.w-konkatsu/,料金非表示 / テキスト量が膨大で視覚的な構造がない / ナビゲーションなし / CTA埋没 / SNSリンク未確認,peraichi_no_pricing|peraichi_text_heavy,個別レッスン料金が一切明示されていない。心理学・脳科学ベースの独自メソッドを持つが、LPはスクロール量が多くビジュアルほぼゼロ。男性向け・女性向けで別ページに誘導するが入口のLPが弱い。,2026-04-16,new,,男性向けサブページ: https://awh.hp.peraichi.com / 女性向け: https://awh-sensai.hp.peraichi.com / 問い合わせフォームのみ・メール非公開 / 個人事業(2名体制だが法人登記なし)
lead-091,未公表,心のブロック解除コーチ,潜在意識・恋愛・自己変革 Zoomセッション,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E6%81%8B%E6%84%9B+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3,https://sgi85.hp.peraichi.com,名前・プロフィール不明 / SNSリンクなし / ナビゲーションなし / ページが単一LP(ペライチ購入フォーム直結),peraichi_sparse_nav|peraichi_no_sns,名前が一切記載されていない匿名運営。Zoom60分セッション通常¥30,000→特別¥15,000(残りわずか)。恋愛・仕事・人間関係のブロック解除がテーマ。購入ページ直結のミニマムLP。プロフィール写真あるが名前なし。,2026-04-16,new,,料金: ¥15,000(税込)/60分 / ペライチ購入フォーム直結 / メール・SNS完全非公開 / 連絡手段=購入フォームのみ
lead-092,藤崎すみれ,恋愛コーチ・サロン主宰,男性向け恋愛コミュニケーション(惚れさせ男塾),WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E6%81%8B%E6%84%9B%E3%82%B3%E3%83%BC%E3%83%81+%E5%80%8B%E4%BA%BA%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3+%E5%A5%B3%E6%80%A7,https://horesaseotokojuku.hp.peraichi.com/,料金非表示 / 未完成テンプレートブロックが残存 / ファーストビューにCTAなし / SNS詳細不明,peraichi_no_pricing|peraichi_template,オンラインサロン「惚れさせ男塾」の集客LP。料金が完全非表示。ペライチのデフォルトプレースホルダーテキストがそのまま残っている(未完成箇所あり)。女性コーチが男性向けに恋愛コミュニケーションを指導するユニークなニッチ。,2026-04-16,new,,個人事業主・法人登記なし / メール・SNS不明 / 問い合わせ手段不明 / サロン形式(月額制の可能性)
lead-093,おやちあき,婚活カウンセラー・ヘアメイクアーティスト,婚活サロン(アラサー・アラフォー女性向け),WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E5%A9%9A%E6%B4%BB+%E3%82%AB%E3%82%A6%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://ecole.hp.peraichi.com/,テンプレートの未完成ブロックが複数残存 / 料金は別ページ / ページ構造に一貫性なし / ふるさと納税セクションが唐突,peraichi_template|peraichi_text_heavy,「婚活サロン エコル」代表おやちあきが個人運営。法人登記確認できず。ふるさと納税連携・YEG講演実績あり。料金はサブページ(ecole.hp.peraichi.com/plan)に分離。会社案内ページあり(個人事業主の可能性高い)。テンプレートのデフォルト文言が複数残存。,2026-04-16,new,,所在地: 東京・南青山 / 問い合わせ: https://forms.gle/3z8AZuiY7sctuX1x5 (Googleフォーム) / メール非公開 / SNS不明 / 越谷市ふるさと納税掲載あり
lead-094,伴野智子,パーソナルコーチ,自己受容・パートナーシップ・自分らしさコーチング,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%B7%E3%83%83%E3%83%97+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://cohope-coaching.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_no_sns,Googleスニペットから確認: 「パーソナルコーチング【伴野智子】」自己受容・自分らしさ・パートナーシップをテーマにした個人コーチ。ペライチLP存在確認済み(403のためフル閲覧不可)。,2026-04-16,new,,個人事業主と推定 / SNS・メール未確認 / 問い合わせ手段不明
lead-095,未公表,カップルコーチ(システムコーチング),カップル・パートナーシップ関係性コーチング,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E6%81%8B%E6%84%9B+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3,https://couplecoaching-mrk.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_no_sns,Googleスニペットから確認: システムコーチング®を使ったカップルコーチングサービス。「カップルのためのシステムコーチング」。初回アセスメントセッションあり。個人コーチと推定。,2026-04-16,new,,個人事業主と推定 / SNS・メール未確認
lead-096,未公表,恋愛コーチ(個人セッション),自己愛・恋愛・引き寄せ個人セッション,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E6%81%8B%E6%84%9B+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3,https://quzn1.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_sparse_nav,Googleスニペットから確認: 「個人セッション」ページ。自己愛コーチングにより婚活成功・復縁実現の実績を持つコーチ。オンライン・対面両対応。個人事業主と推定。,2026-04-16,new,,個人事業主と推定 / SNS・メール未確認
lead-097,未公表,恋愛相談コーチ(LINE相談),恋愛悩み相談・LINEカウンセリング,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E5%A9%9A%E6%B4%BB+%E3%82%AB%E3%82%A6%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://taitplus.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_sparse_nav,Googleスニペットから確認: 「恋愛の悩みをLINEで気軽に相談しませんか？」LINE相談特化の個人サービス。LPのみでウェブサイトなし。個人事業主と推定。,2026-04-16,new,,個人事業主と推定 / LINE相談特化 / SNS・メール未確認
lead-098,未公表,婚活サポーター(宮城),宮城県婚活コーチング・母のような伴走サポート,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E5%A9%9A%E6%B4%BB+%E3%82%AB%E3%82%A6%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://miyagi.hp.peraichi.com/konkatsu,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_sparse_nav,Googleスニペットから確認: 「宮城県婚活の母サポートシステム」ひとりで婚活を頑張っている方の相談役。地域密着型個人サービス(宮城県)。個人事業主と推定。,2026-04-16,new,,所在地: 宮城県 / 個人事業主と推定 / SNS・メール未確認
lead-099,未公表,パートナーシップコーチ,自己受容・パートナーシップ・ビデオ講座,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%B7%E3%83%83%E3%83%97+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://selfcompassionpartnership.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_template,Googleスニペットから確認: 「わたしを生きるパートナーシップ講座」動画講座+ワークシート形式。感情ブロックを自己コーチングで解消するアプローチ。個人事業主と推定。,2026-04-16,new,,個人事業主と推定 / SNS・メール未確認
lead-100,未公表,恋愛コーチ(Estrarre),恋愛パーソナルジム・模擬デート(デートレ),WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E6%81%8B%E6%84%9B%E3%82%B3%E3%83%BC%E3%83%81+%E5%80%8B%E4%BA%BA%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3+%E5%A5%B3%E6%80%A7,https://rie.hp.peraichi.com/personalgym/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_no_sns,Googleスニペットから確認: 人気恋愛YouTuberのRieが「恋愛パーソナルジム Estrarre」を運営。模擬デート(デートレ)サービス。個人事業主・ソロコーチ。独自メソッドあり。,2026-04-16,new,,個人事業主と推定 / YouTubeチャンネルあり(詳細不明) / SNS・メール未確認
lead-101,ゆかり,婚活コーチ・相談員,岐阜・大垣の婚活相談・おむすびアドバイザー,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E5%A9%9A%E6%B4%BB%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88+%E5%80%8B%E4%BA%BA%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3,https://yukarinoomusubi.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_sparse_nav,Googleスニペットから確認: 「婚活相談ゆかりのおむすび」岐阜・大垣の婚活コーチ。1年以内の結婚を目標にした個人サポートサービス。地域密着型。個人事業主と推定。,2026-04-16,new,,所在地: 岐阜県大垣市 / 個人事業主と推定 / SNS・メール未確認
lead-102,七芽(ななめ),コーチ,灯りと対話のコーチング・パートナーシップ,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%B7%E3%83%83%E3%83%97+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://nanamenohitsuji-coaching.hp.peraichi.com/main/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_sparse_nav,Googleスニペットから確認: 「灯りと対話のコーチング／yoritoco七芽の羊」パートナーシップ関係に特化したダイアログ型コーチング。個人コーチ。,2026-04-16,new,,個人事業主と推定 / SNS・メール未確認
lead-103,未公表,人生ナビゲートコーチ,人生全般・恋愛・パートナーシップコーチング,WebSearch,https://www.google.com/search?q=site:hp.peraichi.com+%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%B7%E3%83%83%E3%83%97+%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0+%E5%80%8B%E4%BA%BA,https://jinseinavicoaching.hp.peraichi.com/,ページアクセス403(存在確認済み) / 詳細構造不明,peraichi_no_pricing,Googleスニペットから確認: 「人生ナビゲートコーチング」個人コーチ。人生全般・恋愛・パートナーシップ領域をカバー。,2026-04-16,new,,個人事業主と推定 / SNS・メール未確認
